id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_216,Oathseeker Knight Armor,"Oathseeker Knight chest armor. Black with gold ornamentation. These knights set off on quests of discovery, hoping to find by themselves an oath of their own choosing to serve in perfect, lifelong devotion.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/oathseeker_knight_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,9.2,,"Found inside a hanging body, just outside the Church of Benediction. It contains the whole set: Oathseeker Knight Greaves, Oathseeker Knight Gauntlets, Oathseeker Knight Armor, and Oathseeker Knight Helm. It also contains Pata weapon. [See Shadow of the Erdtree Map]",2,1
armor_217,Verdigris Armor,Chest armor made from an unusual metal known as verdigris. Verdigris is said to be the gift of an outer god. Possessed of an enormously hefty yet supple strength thanks to its rusted nature.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/verdigris_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,25.9,,Complete Moore's questline,19,1
armor_218,Iron Rivet Armor,"Chest armor of Red Bear, whose name is lost to madness. A vest reinforced with iron rivets. After killing the great red bear in a blood-soaked bout, he became fascinated by the untainted glory of its naked strength. ""I wish to be a bear, no more, and no less.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_rivet_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,7.1,,Dropped by Red Bear. Red Bear can be found at the Northern Nameless Mausoleum. The Northern Nameless Mausoleum is located East of the Temple Ruins. [Elden Ring Shadow of the Erdtree Map],7,1
armor_219,Thiollier's Garb,"The dark attire of those who wield poison in secret. The silver hair is arranged in the same style as St. Trina's, increasing arcane. Additionally, countless needles are sewn onto the exterior, apparently for talismanic effect.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/thiolliers_garb_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,7.1,Increases Arcane by +2,"Summon Thiollier during the battle at the end of his questline, then loot his body in the boss arena after the fight",19,1
armor_220,Thiollier's Garb (Altered),The dark attire of those who wield poison in secret.Countless needles are sewn onto the exterior for talismanic effect.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/thiolliers_garb_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,6.3,,Alter Thiollier's Garb at any site of grace.,19,1
armor_221,High Priest Robe,"Robe of Count Ymir, High Priest. Conceals the abundance of squirming beneath. Gold embroidery decorates the purple cloth, with a jewelled ruff that sparkles like a flower wet with dew.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/high_priest_robe_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,4.2,,"Dropped by Count Ymir, Mother of Fingers, who can be found in the Cathedral of Manus Metyr after interacting with the throne, you can only find Count Ymir there after you have defeated Metyr, Mother of Fingers. [Elden Ring Shadow of the Erdtree Map]",6,1
armor_222,Finger Robe,"Robe of Count Ymir, High Priest. The front is open, exposing the squirming fingers beneath. This robe is the image of his fervent desire having broken free, laying bare his greatest wish, and wearing it enhances finger sorceries. ""I will be the true mother. My fingers will grant us redemption!""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/finger_robe_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,5.1,Enhances Finger Sorceries by 8%,Once you obtain the High Priest Robe you can alter it at a grace site to become this robe.,6,1
armor_223,Braided Cord Robe,Ragged black cloth overlaid with braided cord. Attire of a vengeance-seeking hornsent. The braided cord ties together the vow of the revenger with the victims' grudges. It must never come undone. Enhances both watchful spirits and the vengeful spirits summoned by horned bairns.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/braided_cord_robe_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,3.4,Enhances watchful and vengeful spirits summoned by horned bairns by 15%.,Complete Hornsent quest. [Video Location],19,1
armor_224,Dancer's Dress,"Bright-red dress of the Ranah dancers. Enhances the power of dancing attacks. The dance of Ranah is one of burning passion, and the most passionate dancers never allow their fiery dance to end, losing even their names as they dance on. To see the passion fade is to see the dancer's flame extinguished.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/dancers_dress_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,3.2,Enhances the power of dancing attacks by 2.5%.,Dropped by defeating Dancer of Ranah at the Southern Nameless Mausoleum [Elden Ring Shadow of the Erdtree Interactive Map],9,1
armor_225,Dancer's Dress (Altered),Altered form of the deep crimson dress of the Ranah dancers. These are the black undergarments worn beneath. Enhances the power of dancing attacks.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dancers_dress_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,2.4,Enhances the power of dancing attacks by 2.5%.,Alter Dancer's Dress.,9,1
armor_226,Armor of Night,"Bottomless black chest armor, cool to the touch.Flowing lines in the seeming shape of a fingerprint adorn the surface. Imprisons the wearer in utterly lightless dark.Bestowed upon those born deep underground, ordaining them as Swordhands of Night.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/armor_of_night_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,7.1,,"Bonny Gaol: Use the jar lift near the bridge twice to reach the top level of the gaol. First, hop on the jar, go to the bridge level, and activate the switch. Ride the jar lift for the second time to go to the top level. You can find the Night Set on a corpse laying on top of a table. [See SOTE Elden Ring DLC Map] [Video Link]",6,1
armor_227,Igon's Armor,"Armor of the broken drake warrior Igon, from a set comprised of a miscellany of parts. Filthy belongings are attached to this tattered piece of protective-wear. The poor scavenger of battlefields found honor through Dragon Communion.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/igons_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,8.0,,Loot Igon after defeating Bayle the Dread.,14,1
armor_228,Igon's Armor (Altered),"Armor of the broken drake warrior Igon, from a set comprised of a miscellany of parts. Patched with scraps of cloth. The poor scavenger of battlefields found honor through Dragon Communion.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/igons_armor_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,7.7,,Alter Igon's Armor at a site of grace.,14,1
armor_229,Ansbach's Attire,"Attire of Sir Ansbach. The embroidered crest of the Pureblood Knights has now all but faded away. Slightly enhances Blood Oath and dynastic skills. Ansbach understood that keeping his oath to his old master was not an act of logic, nor would it bear any justice, but it was for these very reasons he was unable to let go.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/ansbachs_attire_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,5.1,Slightly enhances Blood Oath and dynastic skills by 3%.,"Complete Sir Ansbach's questline all the way through the end, and side with him when facing Leda, and then Promised Consort Radahn/ Radahn, Consort of Miquella. After the fight is over, Sir Ansbach's body will be near the site of grace, alongside with his equipment and his Incantation. [Map Link]",19,1
armor_230,Ansbach's Attire (Altered),Attire of Sir Ansbach. Black cloth adorned with gold embroidery. Slightly enhances Blood Oath and dynastic skills.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ansbachs_attire_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,4.1,Slightly enhances Blood Oath and dynastic skills by 3%.,Alter Ansbach's Atirre at a Site of Grace.,19,1
armor_231,Freyja's Armor,"Golden armor of Redmane Freyja, member of General Radahn's most distinguished knights. Affixed with a black woolen mantle. After witnessing Freyja's valor as a gladiator in his youth, Radahn invited her to join the ranks of his most trusted warriors.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/freyjas_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,9.7,,Drop by Redmane Freyja.,19,1
armor_232,Freyja's Armor (Altered),"Golden armor of Redmane Freyja, member of General Radahn's most distinguished knights. After witnessing Freyja's valor as a gladiator in his youth, Radahn invited her to join the ranks of his most trusted warriors.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/freyjas_armor_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,9.3,,Alter Freyja's Armor at any site of grace.,19,1
armor_233,Armor of Solitude,"Steel chest armor of the Knights of the Solitary Gaol. Part of a heavy armor set that covers the whole body in overlapping plates of steel, and bedecked with a black cloak. The nameless mausoleums of the realm of shadow are said to hold the spirits of warriors who lost their names, or their hearts.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/armor_of_solitude_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,24.0,,Can be obtained after defeating the Blackgaol Knight found inside Northern Nameless Mausoleum. [See Shadow of the Erdtree Map],1,1
armor_234,Armor of Solitude (Altered),"Steel chest armor of the Knights of the Solitary Gaol. Part of a heavy armor set that covers the whole body in overlapping plates of steel. The nameless mausoleums of the realm of shadow are said to hold the spirits of warriors who lost their names, or their hearts.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/armor_of_solitude_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,23.2,,Alter Armor of Solitude at any site of grace.,1,1
armor_235,Messmer Soldier Armor,"Armor worn by soldiers who serve Messmer the Impaler. A ragged cloak is draped over rusted mail. Though the chestpiece features a Scadutree motif, gold has been used for its engraving. A small consolation to those forced to wage a war without grace or honor.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldier_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,9.2,,Drop by Messmer Soldiers,5,1
armor_236,Messmer Soldier Armor (Altered),"Armor worn by soldiers who serve Messmer the Impaler. The mail has rusted while fighting in unending war. Though the chestpiece features a Scadutree motif, gold has been used for its engraving. A small consolation to those forced to wage a war without grace or honor.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldier_armor_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,8.1,,Alter Messmer Soldier Armor at any site of grace.,5,1
armor_237,Black Knight Armor,"Armor worn by the Black Knights, servants of Messmer the Impaler. Though the engraving above the heart is a Scadutree design, it is etched in gold. A small consolation to those forced to wage a war without grace or honor.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knight_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,13.7,,"Black Knight Set pieces are dropped from Black Knights, found throughout the Lands of Shadow.",5,1
armor_238,Rakshasa Armor,"Armor of Rakshasa, soaked in the spurting blood of her victims. Tatters of ragged cloth jut out haphazardly, as if her lust for carnage threatens to break free.Increases damage dealt to foes, but greatly increases damage taken by the wearer.Cut down and devour. Only those who repeat the cycle without rest can truly subvert the self and become Rakshasa.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/rakshasa_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,12.8,Boosts All Damage by 2%,Dropped by Rakshasa in Eastern Nameless Mausoleum. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the mausoleum. [Shadow of the Erdtree Map],15,1
armor_239,Fire Knight Armor,"Armor of the Fire Knights under Messmer the Impaler's personal command. Distinguished by its red cape and twin golden snakes which adorn the neck, enhancing incantations of Messmer's flame. These were the only ones who truly knew Messmer. His flames, like serpents. The painful fate that accompanied his accursed form.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_knight_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,chest armor,9.3,Enhances incantations of Messmer's flame by 5%.,Drop by Fire Knights in the Shadow Keep,17,1
