id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
245,Gravebird's Blackquill Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravebirds_blackquill_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Stone armor with a tinge of green. One of a set of armor pieces cast in the image of the Gravebird. Featuring a cape of black Deathbird feathers, it enhances jumping attacks. Gravebirds are ancient golems, created to guard the spiritgraves built where all manners of Death ultimately drift.",chest armor,"[{'Physical': '8.6', 'VS Strike': '9.3', 'VS Slash': '9.3', 'VS Pierce': '7.8', 'Magic': '10.7', 'Fire': '10.0', 'Lightning': '11.2', 'Holy': '11.2'}]","[{'Immunity': '54', 'Robustness': '32', 'Focus': '45', 'Vitality': '42', 'Poise': '16'}]",7.4,Increases Jump attack damage by 10%,"From the Temple Town Ruins site of grace head north, past the Red Pests servants of rot, and stick to the left. The path will start to head upwards and you will find several Gravebirds. Continue upwards and you will eventually reach an area where there are gravebird statues at the side, in the middle, against the wall, you will find the armor. [See Shadow of the Erdtree Map]",7,1
246,Gravebird Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravebird_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Stone armor with a tinge of green. One of a set of armor pieces cast in the image of the Gravebird. Gravebirds are ancient golems, created to guard the spiritgraves built where all manners of Death ultimately drift.",chest armor,"[{'Physical': '6.9', 'VS Strike': '7.8', 'VS Slash': '7.8', 'VS Pierce': '6.5', 'Magic': '9.3', 'Fire': '8.6', 'Lightning': '10.0', 'Holy': '10.0'}]","[{'Immunity': '50', 'Robustness': '25', 'Focus': '38', 'Vitality': '34', 'Poise': '13'}]",6,,"In the area, there are four statues of Gravebirds, and at the end is where you'll find the Armor. Once you approach the statues, at least 3 of them will turn into enemies. This location is situated to the far west of the Abandoned Ailing Village, nearly reaching the outer walls of Belurat, Tower Settlement. [See Shadow of the Erdtree Map]",18,1
247,Common Soldier Cloth Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/common_soldier_cloth_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Cloth armor of the rank-and-file soldiers of Messmer's army. A pitch-dark soot clings to it, much like the inner faces of the men who wore them.",chest armor,"[{'Physical': '12.4', 'VS Strike': '9.5', 'VS Slash': '11.9', 'VS Pierce': '11.9', 'Magic': '7.1', 'Fire': '8.8', 'Lightning': '6.1', 'Holy': '8.0'}]","[{'Immunity': '25', 'Robustness': '46', 'Focus': '18', 'Vitality': '18', 'Poise': '19'}]",8.8,,Drop by soldiers in Castle Ensis,5,1
248,Horned Warrior Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/horned_warrior_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Armor of the horned warriors, keepers of the tower. The ochre fabric is draped over a chest-piece made to resemble the unclothed form of a hero from older times.",chest armor,"[{'Physical': '13.5', 'VS Strike': '12.4', 'VS Slash': '12.9', 'VS Pierce': '11.4', 'Magic': '10.2', 'Fire': '10.2', 'Lightning': '8.8', 'Holy': '8.8'}]","[{'Immunity': '31', 'Robustness': '59', 'Focus': '18', 'Vitality': '23', 'Poise': '22'}]",10.4,,"Drops from Horned Warriors ( Small Private Altar site of grace in Belurat, Tower Settlement)",3,1
249,Divine Beast Warrior Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_beast_warrior_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Armor of feted horned warriors chosen to become divine beast warriors, adorned with a lion's pelt. Among the divine beast warriors, only those who truly excel at divine invocation become sculpted keepers, and are granted the honor of the lion dance.",chest armor,"[{'Physical': '12.9', 'VS Strike': '11.9', 'VS Slash': '12.4', 'VS Pierce': '11.9', 'Magic': '10.2', 'Fire': '10.2', 'Lightning': '8.8', 'Holy': '9.5'}]","[{'Immunity': '31', 'Robustness': '54', 'Focus': '18', 'Vitality': '24', 'Poise': '22'}]",10.4,,"Dropped by Divine Beast Warriors, Enir Ilim",19,1
250,Divine Bird Warrior Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_bird_warrior_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Armor of divine bird warriors, the very first of all horned warriors, made from a golden metal. The golden-hued divine birds are known to be cruel, never taking to human companionship. Those who invoked their divinity were few and far between.",chest armor,"[{'Physical': '14.0', 'VS Strike': '12.9', 'VS Slash': '13.5', 'VS Pierce': '12.4', 'Magic': '11.4', 'Fire': '11.4', 'Lightning': '9.5', 'Holy': '10.2'}]","[{'Immunity': '37', 'Robustness': '56', 'Focus': '23', 'Vitality': '23', 'Poise': '25'}]",11.6,,Dropped by Divine Bird Warriors,18,1
251,Rellana's Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rellanas_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Ornate armor of Rellana, the Twin Moon Knight, fashioned from silver steel. Adorned with the lapis-lazuli blue that is symbolic of Caria, its radiance is yet to fully fade.",chest armor,"[{'Physical': '13.5', 'VS Strike': '11.9', 'VS Slash': '14.0', 'VS Pierce': '12.9', 'Magic': '12.6', 'Fire': '11.9', 'Lightning': '9.5', 'Holy': '10.9'}]","[{'Immunity': '35', 'Robustness': '57', 'Focus': '24', 'Vitality': '24', 'Poise': '24'}]",11.8,,The complete set (Rellana's Set) can be bought from Enia in the Roundtable Hold upon defeating Rellana Twin Moon Knight.,5,1
252,Young Lion's Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/young_lions_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The golden armor worn by Radahn in his younger years. Proudly adorned with heroic red accents, it is fitting attire for a lion. When Malenia, Blade of Miquella, let the rotflower blossom in Aeonia, Radahn heard a murmur in his ear ""Miquella awaits thee, O promised consort.""",chest armor,"[{'Physical': '16.8', 'VS Strike': '14.4', 'VS Slash': '16.8', 'VS Pierce': '16.8', 'Magic': '12.4', 'Fire': '12.8', 'Lightning': '11.4', 'Holy': '12.8'}]","[{'Immunity': '45', 'Robustness': '64', 'Focus': '22', 'Vitality': '32', 'Poise': '31'}]",15,,"Purchase from Finger Reader Enia at Roundtable Hold after defeating Promised Consort Radahn / Radahn, Consort of Miquella in Enir-Ilim [See Shadow of the Erdtree Map]",19,1
253,Young Lion's Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/young_lions_armor_(altered)_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The golden armor worn by Radahn in his younger years. Worn by a fierce lion. When Malenia, Blade of Miquella, let the rotflower blossom in Aeonia, Radahn heard a murmur in his ear ""Miquella awaits thee, O promised consort.""",chest armor,"[{'Physical': '15.3', 'VS Strike': '13.4', 'VS Slash': '15.3', 'VS Pierce': '15.3', 'Magic': '11.4', 'Fire': '12.4', 'Lightning': '10.2', 'Holy': '12.4'}]","[{'Immunity': '38', 'Robustness': '57', 'Focus': '21', 'Vitality': '25', 'Poise': '28'}]",13.7,,Alter Young Lion's Armor at any site of grace.,19,1
254,Shadow Militiaman Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shadow_militiaman_armor_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Armor as dark as shadow, worn by vulgar militiamen. Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. What better place than the realms of shadow then, for such an army?",chest armor,"[{'Physical': '7.1', 'VS Strike': '8.8', 'VS Slash': '8.0', 'VS Pierce': '8.0', 'Magic': '10.2', 'Fire': '10.9', 'Lightning': '10.9', 'Holy': '8.8'}]","[{'Immunity': '69', 'Robustness': '29', 'Focus': '38', 'Vitality': '38', 'Poise': '13'}]",7.1,,can be found by killing Shadow Militiaman enemies,17,1
255,Ascetic's Loincloth,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ascetics_loincloth_chest_armor_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Attire of the tower's ascetics, embodying their commitment to an austere existence of strict self-control. In order to ascend from their mortal flesh into tutelary deities of the land, they heighten their spirituality through severe ascetic training.",chest armor,"[{'Physical': '6.1', 'VS Strike': '0.6', 'VS Slash': '5.3', 'VS Pierce': '2.7', 'Magic': '12.6', 'Fire': '12.6', 'Lightning': '12.4', 'Holy': '13.3'}]","[{'Immunity': '42', 'Robustness': '23', 'Focus': '28', 'Vitality': '63', 'Poise': '10'}]",3.2,,Drop by Curseblade enemies.,1,1
256,All-Knowing Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/all-knowing_armor_elden_ring_wiki_guide_200px.png,"Armor set with countless eyes and ears. Worn by Gideon Ofnir, the All-Knowing. Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear. At the end that should not be.",chest armor,"[{'Physical': '12.9', 'VS Strike': '11.9', 'VS Slash': '13.5', 'VS Pierce': '11.9', 'Magic': '12.4', 'Fire': '9.5', 'Lightning': '10.2', 'Holy': '8.8'}]","[{'Immunity': '28', 'Robustness': '46', 'Focus': '21', 'Vitality': '21', 'Poise': '22'}]",10.7,,"The entire All-Knowing Set is dropped by Sir Gideon Ofnir, the All-Knowing upon defeat. Sir Gideon is encountered as a boss in Leyndell, Capital of Ash, an alternate version of the Royal Capital accessible only after making significant progress in the storyElden Ring Map here",9,Base Game
257,Alberich's Robe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_robe_elden_ring_wiki_guide_200px.png,Mad Tongue Alberich's robe.Set with red glintstones said to be formed by the blood of sacrifices. Strengthens thorn sorcery. Alberich was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.,chest armor,"[{'Physical': '5.3', 'VS Strike': '4.2', 'VS Slash': '5.3', 'VS Pierce': '5.3', 'Magic': '12.8', 'Fire': '11.9', 'Lightning': '12.4', 'Holy': '12.8'}]","[{'Immunity': '38', 'Robustness': '23', 'Focus': '67', 'Vitality': '71', 'Poise': '7'}]",4.1,Strengthens thorn sorcery,"The entire Alberich's Set can be found in the main hall of the Fortified manor in Leyndell, Royal Capital, near the Fortified Manor, first floor Site of Grace. See it on the Elden Ring Map here.",2,Base Game
258,Aristocrat Coat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/aristocrat_coat_elden_ring_wiki_guide_200px.png,"Tanned leather coat adorned with fine gold embroidery. Travel attire worn by nobles in the capital, and the belonging of a family which claims a knight as an ancestor. Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",chest armor,"[{'Physical': '8.8', 'VS Strike': '8.8', 'VS Slash': '8', 'VS Pierce': '8.8', 'Magic': '10.9', 'Fire': '11.4', 'Lightning': '10.9', 'Holy': '8.8'}]","[{'Immunity': '50', 'Robustness': '32', 'Focus': '42', 'Vitality': '46', 'Poise': '13'}]",7.1,,Dropped by Undead Soldiers,1,Base Game
259,Aristocrat Garb,http://eldenring.wiki.fextralife.com/file/Elden-Ring/aristocrat_garb_elden_ring_wiki_guide_200px.png,"High quality garb adorned with fine golden embroidery. Travel attire worn by nobles in the capital. Terribly faded and tattered.Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",chest armor,"[{'Physical': '7.8', 'VS Strike': '8.6', 'VS Slash': '7.8', 'VS Pierce': '7.8', 'Magic': '6.5', 'Fire': '6.9', 'Lightning': '7.8', 'Holy': '6.5'}]","[{'Immunity': '47', 'Robustness': '33', 'Focus': '36', 'Vitality': '30', 'Poise': '12'}]",4.9,,Dropped by Undead Soldiers,1,Base Game
260,Astrologer Robe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologer_robe_elden_ring_wiki_guide_200px.png,"Robe fashioned from supple cloth. Worn by those who look to the cosmos above. They read fate in the stars, and are said to be heirs of the glintstone sorcerers. But alas, the night sky no longer cradles fate.",chest armor,"[{'Physical': '6.7', 'VS Strike': '6.1', 'VS Slash': '6.1', 'VS Pierce': '6.1', 'Magic': '13.5', 'Fire': '13', 'Lightning': '13.3', 'Holy': '13'}]","[{'Immunity': '50', 'Robustness': '24', 'Focus': '90', 'Vitality': '76', 'Poise': '12'}]",6.3,,Starting Equipment for the Astrologer Class.Can be purchased from the Nomadic Merchant in Liurnia of the Lakes for 1500 Runes.Elden Ring Map here,2,Base Game
261,Azur's Glintstone Robe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/azurs_glintstone_robe_elden_ring_wiki_guide_200px.png,"A robe reserved for grand masters at the Academy of Raya Lucaria.Corroded by blue-green glintstones.Since the grand masters Azur and Lusat were driven from the academy, no one has achieved their formerly-held rank.",chest armor,"[{'Physical': '7.1', 'VS Strike': '6.1', 'VS Slash': '6.7', 'VS Pierce': '6.7', 'Magic': '15.4', 'Fire': '12.8', 'Lightning': '13', 'Holy': '13.8'}]","[{'Immunity': '50', 'Robustness': '28', 'Focus': '99', 'Vitality': '83', 'Poise': '12'}]",7.1,,"After completing Sorceress Sellen's Questline, return to Primeval Sorcerer Azur's location. Azur's Glintstone Robe will be on the floor where Azur used to be, along with the rest of the set.Elden Ring Map here",2,Base Game
262,Bandit Garb,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bandit_garb_elden_ring_wiki_guide_200px.png,"Leather garb worn by bandits.Light for ease of movement, and supple for masking sound. In trade, they offer little damage negation.",chest armor,"[{'Physical': '8', 'VS Strike': '8.8', 'VS Slash': '9.5', 'VS Pierce': '9.5', 'Magic': '10.2', 'Fire': '10.2', 'Lightning': '10.9', 'Holy': '9.5'}]","[{'Immunity': '52', 'Robustness': '32', 'Focus': '54', 'Vitality': '54', 'Poise': '15'}]",7.7,,"Starting Equipment for the Bandit Class.Gatekeeper Gostoc will sell it after entering Stormveil Castle, but before killing Godrick the Grafted. Elden Ring Map hereCan be purchased from Twin Maiden Husks at the Roundtable Hold after offering Gostoc's Bell Bearing.",4,Base Game
263,Banished Knight Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_armor_elden_ring_wiki_guide_200px.png,"Thick, full set of armor covering the entire body. This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes. These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",chest armor,"[{'Physical': '18.7', 'VS Strike': '15', 'VS Slash': '19.2', 'VS Pierce': '17.5', 'Magic': '13.5', 'Fire': '13.5', 'Lightning': '13', 'Holy': '13.3'}]","[{'Immunity': '60', 'Robustness': '83', 'Focus': '38', 'Vitality': '42', 'Poise': '34'}]",17.5,,Dropped by Banished Knights,10,Base Game
264,Beast Champion Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast_champion_armor_elden_ring_wiki_guide_200px.png,"Silver armor engraved with tiny beasts. Worn by Bernahl the Recusant. Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was. Until his maiden threw herself into the fire.",chest armor,"[{'Physical': '17.5', 'VS Strike': '16.3', 'VS Slash': '18.7', 'VS Pierce': '18.3', 'Magic': '13', 'Fire': '13.8', 'Lightning': '12.8', 'Holy': '13.5'}]","[{'Immunity': '57', 'Robustness': '90', 'Focus': '42', 'Vitality': '38', 'Poise': '34'}]",17.5,,"Drops from Knight Bernahl upon death. If not killed before, he will eventually invade you at Crumbling Farum Azula, dropping the entire set with an altered version of the chest piece. Elden Ring Map here",10,Base Game
265,Black Knife Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knife_armor_elden_ring_wiki_guide_200px.png,"Scale armor used by the Black Knife Assassins, forged to make no sound. Traces of power yet remain in its concealing veil, which muffles the sound of footsteps. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",chest armor,"[{'Physical': '11.4', 'VS Strike': '10.9', 'VS Slash': '12.4', 'VS Pierce': '12.4', 'Magic': '8.8', 'Fire': '9.5', 'Lightning': '6.7', 'Holy': '11.4'}]","[{'Immunity': '28', 'Robustness': '46', 'Focus': '23', 'Vitality': '23', 'Poise': '19'}]",9.2,"Wearer's movement becomes silent, Rolls, jumping and walking make no noise","Can be found on a corpse under an archway behind Ordina, Liturgical Town in Consecrated Grounds.Elden Ring Map here",7,Base Game
